Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Class
2,0,0,2,1,2,134,37,1
3,5,1,5,1,3,2901,30,3
3,1,0,3,1,1,90,69,3
3,4,1,4,0,3,689,23,1
4,4,1,5,1,4,762,24,3
5,5,1,2,0,5,669,10,3
1,4,1,4,1,3,1947,30,3
4,4,1,1,0,3,2521,39,3
1,5,1,4,1,1,2106,34,3
3,5,1,5,1,4,2347,50,3
4,2,1,4,1,4,3182,67,3
2,2,1,2,1,3,675,46,2
1,1,1,4,0,4,325,27,3
2,2,0,1,1,2,468,42,1
3,4,1,4,1,4,1790,53,3
3,3,1,5,1,3,2075,43,3
1,3,1,1,1,3,642,48,1
5,4,1,4,1,2,3795,50,3
4,1,1,4,1,3,249,46,1
4,4,1,4,1,1,594,44,2
5,4,1,4,1,4,3534,29,3
2,5,1,5,1,3,337,59,3
5,5,1,5,1,3,679,57,3
1,1,1,5,0,1,1332,28,1
1,1,1,3,0,3,528,27,3
2,2,0,2,1,3,563,41,1
1,5,1,5,1,3,874,47,3
5,5,1,4,1,2,281,64,1
4,4,1,2,0,4,438,20,1
3,3,0,4,1,3,853,22,1
2,4,1,2,1,4,2019,54,3
4,4,1,4,1,3,481,39,1
4,4,1,2,0,1,728,44,1
2,2,1,2,1,2,912,51,1
2,4,1,4,1,4,3240,56,3
4,4,0,5,1,4,928,27,1
3,5,1,4,1,4,1497,40,3
5,4,1,5,1,4,2891,44,3
2,3,1,4,0,3,237,72,1
3,1,1,3,1,2,262,43,1
3,2,1,5,1,2,1996,47,3
2,5,1,4,1,4,895,53,3
5,5,1,5,1,1,867,25,2
5,4,1,5,1,5,3301,42,3
4,4,1,4,1,1,190,19,1
3,3,1,1,0,4,1011,42,3
2,2,1,4,1,2,862,28,2
4,4,1,4,1,4,1034,62,1
2,2,1,1,0,4,957,29,3
0,1,1,5,1,3,1642,62,3
2,4,1,2,1,2,334,44,1
1,4,1,1,1,1,1797,58,3
3,4,1,4,1,5,316,46,3
4,4,1,3,1,5,910,57,3
1,4,1,3,1,4,1795,50,3
3,3,0,4,1,1,317,28,3
1,3,0,4,1,4,528,70,1
5,5,1,5,1,4,3952,58,3
2,4,0,4,1,1,589,63,2
2,4,1,2,1,2,1721,35,3
3,4,1,4,1,4,862,27,3
5,5,1,3,0,5,2075,29,3
4,4,1,4,1,5,1197,29,3
5,4,0,5,1,3,463,53,1
4,5,1,5,1,3,548,23,3
3,3,1,2,0,2,1008,25,1
2,2,1,2,1,1,1739,26,1
4,5,1,4,1,3,624,42,3
3,3,1,3,1,2,1709,34,2
3,5,1,5,1,5,1025,51,3
3,3,1,1,0,4,1744,30,3
2,4,1,2,1,2,2788,54,3
1,1,1,2,1,2,185,49,1
2,2,0,4,1,1,239,50,1
2,2,1,2,1,1,1013,22,3
3,2,1,2,0,4,872,35,1
3,5,1,4,1,3,2520,45,3
4,3,1,4,1,2,190,50,1
1,1,0,3,1,2,642,40,1
1,4,0,2,1,5,2367,46,1
5,5,1,4,1,3,570,57,3
3,5,1,3,1,5,404,46,3
1,4,1,5,1,4,1838,52,3
3,5,0,1,1,5,363,61,2
3,3,0,2,1,4,139,26,1
3,3,1,2,0,5,101,36,1
0,0,1,1,0,5,413,23,1
2,1,1,3,1,1,2486,39,3
4,4,1,3,0,4,528,23,1
4,4,1,1,0,5,1211,60,1
2,2,1,2,1,4,481,53,1
2,2,1,2,0,3,1750,25,2
2,3,0,3,1,3,551,67,3
2,3,1,4,1,5,1947,47,3
4,4,1,4,1,4,521,25,2
5,5,1,5,1,3,481,43,3
4,4,1,4,1,5,1205,60,3
2,4,1,4,1,5,3404,43,3
3,5,1,5,1,1,1924,33,3
4,2,1,5,1,4,363,47,1
3,3,1,3,1,2,402,38,1
2,4,1,2,1,2,146,44,3
1,1,1,1,0,2,737,27,1
3,3,0,1,1,2,419,37,2
2,2,0,3,1,5,922,11,1
3,5,1,4,1,5,3398,45,3
4,4,1,4,1,3,200,40,1
5,3,1,5,1,1,3413,55,3
3,3,0,2,1,5,895,28,1
2,2,1,4,0,2,305,20,3
5,5,1,5,0,5,964,49,3
3,3,1,5,0,4,127,50,1
1,5,0,2,1,3,531,69,2
4,2,1,4,1,4,337,57,3
4,5,1,5,1,4,2617,52,3
2,2,1,2,0,1,248,24,1
3,3,0,3,1,3,1235,22,1
2,4,1,5,1,5,1972,33,3
3,3,1,5,1,4,2475,50,3
3,3,0,2,1,3,1129,40,2
1,4,1,4,1,4,680,32,3
2,4,0,1,1,1,1020,57,1
1,3,1,1,1,3,192,62,1
2,4,1,4,1,3,448,63,3
3,3,1,5,0,5,1652,38,3
4,4,1,4,1,3,271,36,1
4,5,1,2,0,3,1182,24,1
1,5,1,5,1,2,1524,30,3
1,1,1,4,1,1,954,17,3
2,2,1,4,0,2,115,45,1
3,3,0,4,1,2,425,53,1
2,2,1,2,1,3,1620,52,1
2,2,1,2,1,3,204,32,1
4,4,0,4,1,2,2521,18,1
5,5,1,5,1,5,2635,59,3
1,4,1,1,1,2,2133,57,3
1,1,1,4,1,1,1010,64,3
2,3,1,2,1,4,436,80,2
1,3,0,5,1,3,599,61,1
2,5,0,5,1,4,1195,60,3
3,4,1,3,1,1,549,45,1
3,3,1,2,0,4,213,26,3
1,1,1,1,1,2,3780,24,3
2,4,1,3,1,4,967,58,3
5,3,1,3,1,4,786,27,3
4,4,0,3,1,5,102,14,1
2,2,0,3,1,4,214,14,1
3,4,1,3,1,3,1050,26,1
3,1,0,1,1,1,435,20,2
0,1,1,5,0,3,2342,29,3
2,2,0,1,1,2,1476,39,2
4,4,1,4,1,5,2304,35,1
3,3,1,4,0,2,1183,15,1
5,5,1,5,1,4,287,39,1
4,5,1,4,1,4,2426,55,3
5,5,0,5,1,5,1197,28,1
3,3,0,5,1,3,997,51,1
4,4,0,4,1,5,594,58,2
4,5,1,3,1,4,2000,27,3
2,3,1,4,0,4,1744,34,3
4,4,1,4,0,4,1009,35,3
3,2,0,2,1,3,737,15,1
4,4,1,2,0,5,528,26,3
4,4,1,4,1,1,399,23,1
3,3,1,5,0,1,296,62,1
5,5,1,1,0,4,414,29,3
3,3,1,1,0,2,128,33,1
3,2,1,1,0,5,345,25,3
2,2,0,4,1,3,327,38,1
3,3,1,4,0,1,821,34,1
2,5,1,4,1,3,1511,34,3
3,3,1,5,0,3,1522,30,3
1,4,1,4,1,4,2430,28,3
5,5,1,4,1,4,368,47,2
2,5,0,5,1,3,1121,53,1
2,2,1,3,0,3,168,45,3
3,3,0,3,1,3,862,49,1
1,5,0,5,1,2,618,33,2
4,4,0,5,1,5,460,39,1
2,3,1,3,1,4,1428,29,3
2,2,1,2,0,4,196,56,2
1,1,1,4,0,5,872,26,1
1,0,0,5,1,4,190,59,1
0,1,1,2,1,3,534,21,2
2,5,1,5,1,5,2513,48,3
0,0,1,5,0,4,602,23,1
2,4,1,4,1,3,1136,40,3
3,3,0,3,1,2,1771,19,1
3,3,1,3,1,3,1127,39,2
3,3,0,3,1,3,761,21,1
5,5,0,1,1,3,345,18,1
2,4,1,5,1,3,2382,46,3
2,5,1,4,1,5,1431,45,3
3,5,1,3,1,1,1074,34,3
1,1,0,2,1,2,259,33,1
2,2,1,2,0,4,229,22,3
3,5,0,5,1,5,1726,60,2
3,1,0,1,1,5,528,55,1
0,4,1,1,1,3,341,48,3
5,4,1,4,1,5,315,35,3
5,5,0,1,1,2,239,9,1
3,3,0,4,1,3,328,34,1
2,5,1,5,1,1,2906,25,3
3,3,0,1,1,5,1590,23,1
4,2,0,3,1,3,414,56,1
4,4,1,5,1,2,181,54,1
0,5,1,4,1,3,2195,57,3
2,2,0,5,1,4,460,7,1
2,2,1,2,1,1,397,65,2
3,3,0,1,1,4,1235,46,2
5,5,1,4,1,4,954,58,3
1,5,1,5,1,4,3630,54,3
3,3,0,4,1,4,1123,59,1
4,5,1,5,1,4,158,40,3
3,3,0,4,1,1,867,32,1
3,3,1,3,1,4,1076,7,3
1,1,0,2,1,3,399,53,1
2,2,1,5,1,5,1619,61,3
3,4,0,5,1,4,460,69,1
2,2,1,2,1,4,528,51,1
2,5,1,5,1,5,3104,16,3
3,5,1,4,1,3,3339,44,3
3,5,0,4,1,4,484,45,2
2,5,0,1,1,4,383,59,1
3,3,1,2,0,4,543,22,1
3,3,1,3,1,2,3425,47,3
4,4,1,5,1,1,3073,50,3
2,2,1,2,1,4,1096,24,1
2,2,0,5,1,3,867,46,1
1,4,1,4,1,4,2055,22,3
4,4,1,4,1,1,1541,15,3
5,1,0,1,1,1,1972,53,2
1,1,0,4,1,4,1009,32,1
1,1,1,3,0,4,1013,42,1
2,2,1,2,1,5,581,28,3
2,5,1,4,1,3,2202,52,3
3,5,1,4,1,5,3149,54,3
2,2,0,3,1,4,2065,20,1
5,4,0,4,1,2,872,18,3
2,2,0,4,1,4,666,19,1
4,4,0,3,1,3,607,64,1
3,3,0,5,1,4,895,69,3
1,3,1,5,1,3,2611,54,3
2,3,0,1,1,4,588,55,1
1,1,0,3,1,3,957,67,1
5,4,1,4,1,4,2471,29,3
5,5,1,5,1,4,726,24,3
1,1,1,3,1,2,199,55,3
5,5,1,5,0,5,842,45,3
2,2,1,2,1,1,1900,24,1
3,4,1,3,1,3,247,56,3
4,4,1,4,1,1,288,38,1
3,3,0,4,1,1,842,57,1
3,3,0,5,1,4,937,16,3
3,3,1,3,1,3,502,48,1
4,4,1,4,1,3,771,39,3
5,5,1,5,1,1,253,18,2
2,5,0,4,1,1,1185,46,1
1,1,0,1,1,3,1020,25,1
4,4,0,4,1,5,462,33,1
5,4,1,4,1,3,515,18,3
3,3,1,5,0,1,253,26,1
3,3,1,4,1,3,1972,42,3
3,3,1,3,0,2,533,20,1
4,4,1,4,1,1,123,31,1
2,5,1,5,1,5,680,24,3
2,1,0,2,1,3,296,39,1
2,5,1,5,1,3,2496,44,3
2,3,0,1,1,3,666,42,1
2,2,1,4,0,1,588,33,1
2,2,1,5,0,5,304,26,3
3,4,1,5,1,5,622,52,3
2,4,1,2,1,4,2617,51,3
4,4,1,4,1,3,4000,16,3
1,2,0,5,1,4,444,60,1
2,2,0,5,1,4,602,13,1
2,2,0,2,1,5,2425,9,1
2,2,0,1,1,5,2248,19,1
4,4,1,4,1,1,1065,41,2
0,0,1,1,0,4,1422,29,3
2,5,1,4,1,4,436,42,3
1,1,1,1,0,4,192,43,1
3,4,1,4,1,5,2231,41,3
3,3,1,4,0,2,1009,35,1
3,2,0,2,1,2,1452,48,1
2,2,0,1,1,4,449,20,1
3,4,0,1,1,5,280,59,1
3,5,1,4,1,4,1825,55,3
3,3,1,1,1,3,462,41,3
2,2,0,2,1,5,1235,48,1
1,3,1,1,1,4,786,68,2
3,3,0,1,1,1,1754,36,1
3,4,0,3,1,4,639,48,1
4,4,1,3,0,3,817,25,1
2,2,1,3,1,4,187,85,3
0,5,1,5,1,4,345,62,3
1,1,1,1,1,4,1506,42,1
0,0,1,1,0,4,203,22,1
4,4,1,4,1,4,541,56,1
4,4,0,2,1,3,224,10,1
2,2,0,4,1,4,846,49,1
2,2,1,4,0,1,984,14,1
4,3,1,4,1,1,766,56,1
2,2,0,5,1,4,409,7,1
1,4,1,5,1,1,3465,71,3
4,5,1,5,1,4,1481,25,3
2,2,1,2,0,5,683,40,3
2,2,1,4,0,1,453,15,1
5,4,1,2,1,4,1121,48,3
2,4,0,4,1,3,328,42,2
3,3,1,1,0,1,733,21,1
1,2,0,3,1,1,483,52,1
5,5,0,3,1,3,337,27,1
3,4,1,4,1,4,526,28,3
2,2,1,1,0,2,942,12,1
1,3,0,2,1,4,458,59,1
0,4,1,4,1,4,259,46,3
5,4,1,4,1,4,2365,29,3
3,3,0,2,1,4,928,70,1
4,4,0,2,1,3,212,14,1
3,3,1,3,1,4,728,47,2
1,4,1,5,1,3,744,46,3
3,5,0,2,1,4,964,61,1
3,3,1,1,0,5,476,22,1
2,2,1,2,0,5,708,48,1
4,4,0,1,1,1,547,31,2
3,3,0,4,1,3,289,17,2
3,5,1,5,1,3,1448,48,3
3,3,0,4,1,3,967,9,1
3,3,0,3,1,1,1773,15,1
4,4,1,3,0,3,1744,13,1
1,1,0,3,1,4,1565,7,1
4,4,1,5,0,4,749,48,3
2,0,0,5,1,5,181,55,1
2,4,1,4,1,5,954,27,3
2,5,0,1,1,4,550,48,1
3,3,1,4,1,3,337,63,2
3,3,0,3,1,2,201,59,1
2,2,0,3,1,2,416,38,1
3,2,1,4,1,1,371,47,3
3,4,1,3,1,4,2075,46,3
5,5,0,1,1,2,612,31,1
4,4,1,4,1,3,3979,19,3
4,4,1,1,0,2,187,24,1
5,5,1,5,1,1,156,37,1
4,5,1,5,1,4,3993,39,3
3,4,0,2,1,3,432,58,2
5,5,1,4,1,3,3097,52,3
2,3,1,2,1,1,723,7,3
2,3,1,2,1,4,241,52,3
2,4,1,5,1,4,2248,54,3
3,3,1,5,1,2,2056,57,3
1,1,1,1,0,1,1652,30,1
4,4,1,4,1,4,3130,11,3
5,1,0,2,1,1,370,50,1
2,2,0,4,1,3,944,36,2
3,5,0,5,1,5,173,18,1
5,5,1,5,1,3,495,39,3
2,2,1,5,0,1,765,38,1
2,2,1,2,0,3,1242,19,1
1,1,0,3,1,5,1744,66,1
3,3,1,5,0,2,678,8,1
3,3,0,5,1,3,846,27,1
2,2,1,1,0,3,533,29,1
2,3,1,2,1,3,2565,9,2
3,5,1,4,1,5,1609,39,3
4,4,1,4,1,4,1784,28,3
3,5,0,5,1,4,361,31,1
3,4,0,5,1,4,1171,14,1
3,3,1,3,1,2,1014,48,3
2,2,0,5,1,2,804,47,1
4,4,0,3,1,4,1754,46,1
1,4,1,4,1,5,3222,31,3
2,2,0,2,1,4,246,11,1
2,2,0,5,1,4,669,36,1
1,1,0,4,1,1,266,39,1
4,4,1,4,1,5,413,46,1
2,3,0,1,1,2,326,44,1
2,4,1,2,1,3,1190,58,3
1,1,0,3,1,3,337,13,1
4,5,1,4,1,4,946,23,3
2,2,1,4,0,1,109,38,1
3,4,1,4,1,3,3019,42,3
2,5,1,4,1,4,1744,22,3
1,1,1,1,1,1,1235,26,3
4,3,1,4,1,3,873,49,1
5,4,1,4,1,3,689,25,3
5,5,0,5,1,5,67,39,1
4,4,0,4,1,4,746,61,2
1,2,1,2,1,5,3604,29,3
2,2,1,5,0,2,802,16,1
2,5,0,2,1,4,119,69,1
2,3,1,4,1,3,2708,52,3
4,4,1,4,1,5,2151,33,3
4,4,0,1,1,5,248,63,1
1,4,1,4,1,4,1977,26,3
3,5,1,4,1,3,3574,53,3
2,2,1,5,0,1,1368,9,1
2,5,1,5,1,3,2489,53,3
5,5,1,5,1,5,353,60,2
2,2,1,1,0,5,1846,28,3
2,3,0,3,1,4,612,51,1
1,1,0,3,1,3,130,9,1
3,5,1,3,1,3,3984,52,3
5,5,1,5,0,5,110,24,3
4,4,1,2,1,3,2551,54,3
2,3,1,2,1,2,461,45,1
3,3,1,3,1,2,3693,27,3
3,3,0,3,1,1,809,25,1
4,4,0,2,1,4,621,22,1
4,4,0,2,1,3,235,22,2
4,5,1,5,1,4,3610,50,3
3,3,1,3,1,1,763,23,3
2,4,1,4,1,3,746,41,3
2,3,0,5,1,1,1136,56,1
2,5,1,2,1,3,2548,48,3
4,4,0,5,1,5,868,19,1
0,5,1,4,1,5,319,39,3
3,3,0,5,1,3,692,14,1
3,5,1,5,1,5,1977,21,3
3,3,1,3,1,1,1250,46,1
2,2,1,1,0,3,304,24,1
2,4,1,2,1,4,748,39,3
2,4,1,5,1,4,2588,39,3
3,3,0,2,1,5,359,32,1
0,0,1,3,0,5,533,22,3
1,2,0,4,1,2,139,48,1
4,4,1,4,0,3,1846,36,3
4,4,0,3,1,4,395,17,1
0,0,1,5,1,5,1024,33,2
1,1,1,4,0,2,282,23,1
3,3,0,5,1,3,689,29,1
1,3,0,1,1,3,2419,63,2
1,3,1,1,1,1,1739,46,1
1,1,1,5,1,1,946,43,3
2,4,1,4,1,3,1732,34,3
4,5,0,5,1,3,488,68,1
3,3,1,2,0,2,1044,26,1
3,2,0,2,1,4,639,39,1
2,3,1,2,1,1,313,51,2
5,5,1,5,1,2,346,56,1
2,4,1,3,1,3,580,41,3
2,5,1,5,1,5,3302,30,3
2,2,1,1,1,2,3105,51,3
3,4,1,4,1,5,2946,30,3
0,5,0,3,1,3,405,68,1
1,5,1,4,1,3,3850,55,3
4,3,1,4,1,1,432,59,1
4,4,0,5,1,4,1050,28,1
2,4,0,2,1,4,1200,47,1
1,4,1,1,1,4,383,55,2
2,2,0,5,1,2,624,34,1
2,2,0,4,1,1,728,12,1
5,2,1,5,1,4,1504,45,1
3,4,1,3,1,3,1235,63,3
4,1,1,1,1,1,200,19,3
4,4,1,4,1,3,383,62,2
3,5,0,5,1,5,164,66,3
2,4,0,3,1,5,258,65,1
4,4,0,4,1,5,933,24,1
2,4,1,5,1,5,3381,42,3
2,4,1,5,1,3,1086,35,3
4,4,0,3,1,3,1389,69,1
1,2,1,5,1,1,2555,40,3
1,2,0,4,1,3,2227,19,1
4,4,1,4,1,2,954,47,1
3,2,0,3,1,2,483,48,2
3,2,1,3,1,2,1739,55,3
0,0,0,3,1,3,296,58,2
3,4,1,5,1,4,325,48,3
2,2,0,3,1,4,622,24,1
3,3,0,1,1,5,308,18,3
3,3,0,4,1,3,2358,15,1
1,1,0,5,1,4,725,59,2
2,5,1,5,1,4,883,28,3
3,3,1,2,0,4,1276,17,1
5,5,1,3,0,4,1144,57,3
5,5,1,5,1,4,1185,53,1
3,4,0,4,1,3,977,66,3
1,4,0,1,1,2,290,64,1
3,3,1,3,1,3,2611,38,1
1,4,1,4,1,5,468,32,3
4,5,0,2,1,5,259,68,1
1,4,1,4,1,4,1823,45,3
2,2,0,1,1,3,862,19,1
4,3,0,5,1,3,731,64,1
2,2,0,5,1,4,626,40,1
1,1,0,4,1,5,836,33,1
4,4,1,5,1,5,1325,40,3
1,3,1,1,1,4,405,35,3
5,3,1,3,1,2,2203,36,3
0,0,1,3,1,3,240,30,1
5,4,1,4,1,2,491,19,3
2,3,1,2,1,4,2630,37,3
3,5,1,3,1,4,3522,38,3
3,2,1,3,1,2,2218,53,3
2,2,0,1,1,5,1075,39,1
3,3,0,2,1,1,78,26,1
5,5,1,4,1,4,3470,57,3
2,2,0,1,1,5,507,67,1
3,3,1,3,1,3,3409,28,3
1,1,1,4,0,4,224,38,3
5,5,1,4,1,1,373,37,3
3,4,1,4,1,4,733,27,3
0,0,1,3,1,5,399,30,1
3,2,1,5,1,5,213,39,3
5,5,1,4,1,5,2388,19,3
0,0,0,5,1,3,226,64,1
4,4,0,4,1,2,2583,69,1
1,1,0,1,1,4,812,33,1
4,5,1,4,1,5,1371,51,3
5,5,1,4,0,4,190,44,3
3,3,1,3,1,2,2903,41,3
1,3,1,1,0,3,862,26,1
4,5,1,3,1,1,331,46,1
0,0,1,4,1,4,591,31,1
2,4,1,4,1,5,2329,22,3
1,1,1,5,0,1,174,16,1
1,3,0,1,1,3,1171,55,1
4,5,1,4,1,2,3137,53,3
4,4,1,4,0,5,1635,36,3
4,4,1,3,1,5,1924,30,3
1,1,0,3,1,5,661,22,1
2,2,0,1,1,2,287,9,1
3,4,1,4,1,3,2246,32,3
1,5,1,2,1,4,3111,55,3
2,2,0,2,1,1,451,17,2
4,4,1,4,1,3,547,47,1
2,2,1,1,0,1,2475,42,1
3,3,1,1,0,5,1034,22,1
1,5,1,4,1,5,1620,35,3
3,3,0,2,1,3,577,39,1
2,2,1,1,0,2,306,44,1
2,4,1,4,1,1,399,42,3
3,4,1,4,1,4,1908,60,3
3,5,1,5,1,3,3926,50,3
2,4,0,3,1,5,304,57,1
2,2,0,2,1,4,455,19,2
1,1,1,1,0,3,1919,30,3
3,3,1,3,1,1,1190,51,3
1,1,1,3,0,1,657,50,1
2,2,1,2,0,4,384,24,1
2,4,1,4,1,3,125,55,3
2,2,1,3,0,3,83,54,1
1,3,1,1,1,3,2230,69,3
4,3,1,3,1,3,1709,48,1
5,5,1,3,0,5,649,18,3
4,4,0,1,1,2,460,67,1
4,5,1,5,1,4,2489,37,3
4,3,0,4,1,4,1744,35,1
3,5,1,4,1,3,3136,52,3
2,5,1,5,1,3,3375,48,3
3,3,0,1,1,5,577,28,3
2,2,0,1,1,5,134,12,1
3,4,1,1,1,1,3956,60,3
3,4,1,5,1,4,1741,59,3
5,3,0,4,1,3,460,19,1
5,4,1,1,0,3,190,29,3
3,3,1,4,0,2,67,30,1
4,4,1,4,1,4,1144,29,3
5,5,1,2,1,3,1199,55,3
2,4,1,2,1,1,1919,43,3
2,4,1,4,1,5,3194,40,3
2,4,1,2,1,2,102,55,2
3,5,1,4,1,4,594,39,3
2,4,1,4,1,3,2637,58,3
0,4,1,5,1,3,214,53,3
3,5,1,4,1,3,1212,52,3
5,5,1,3,0,2,558,23,1
1,4,1,3,1,5,210,41,3
4,4,1,4,1,2,362,45,1
3,3,0,2,1,3,404,54,1
1,4,1,3,1,3,2426,22,3
5,5,1,4,1,3,368,52,3
1,1,0,4,1,4,335,15,1
0,0,1,2,0,5,526,26,3
3,3,0,5,1,2,587,62,2
1,3,1,4,1,3,2535,61,3
2,2,1,2,1,1,862,54,1
2,0,0,3,1,3,143,14,1
1,0,1,1,0,1,308,27,1
4,4,1,4,1,3,2170,57,3
4,4,0,3,1,4,913,36,1
3,3,1,3,1,3,872,14,1
2,3,1,2,1,4,2083,33,3
3,3,0,5,1,2,945,43,2
2,2,0,1,1,1,212,14,1
5,5,1,5,1,2,173,35,1
5,5,0,5,1,3,106,57,1
4,4,1,4,1,1,1042,40,3
3,3,1,3,1,2,1021,28,1
4,1,1,5,1,2,3282,52,3
2,2,1,2,1,3,2434,27,3
2,4,1,2,1,1,2403,57,3
5,5,1,2,0,4,95,40,3
3,4,1,4,1,1,954,25,3
1,1,1,4,0,2,187,30,1
2,4,1,2,1,3,534,49,1
1,1,1,1,0,2,937,32,1
5,4,1,5,1,4,3605,48,3
3,4,1,2,1,3,2716,43,3
3,4,0,4,1,5,577,38,1
3,3,0,1,1,4,511,46,1
5,5,1,1,0,3,935,26,3
4,1,1,3,1,1,3883,77,3
4,4,0,5,1,3,965,13,1
1,1,0,4,1,1,562,33,1
1,1,0,1,1,4,495,65,1
0,0,1,5,0,5,1129,22,3
4,0,0,1,1,4,265,33,1
3,3,0,1,1,4,483,27,1
4,4,0,1,1,4,364,39,1
3,4,0,2,1,3,642,68,1
5,5,1,5,1,3,1464,49,2
4,4,0,4,1,3,907,57,1
2,2,0,5,1,5,247,7,2
4,4,0,3,1,5,1164,8,2
1,4,1,3,1,5,1987,55,3
2,2,0,2,1,5,1062,17,1
3,3,1,5,0,3,1180,38,3
2,2,1,2,1,4,2454,52,3
4,3,1,4,0,3,590,25,3
1,1,1,4,1,1,964,17,1
2,4,1,2,1,1,516,45,1
2,4,1,4,1,3,594,38,3
2,5,1,4,1,3,2308,51,3
2,2,1,2,1,1,760,22,2
0,4,1,3,1,3,3200,49,3
5,4,1,5,1,3,2131,60,3
5,5,1,5,1,3,2691,24,3
2,3,1,1,1,4,2581,44,3
2,2,0,4,1,3,528,57,1
1,1,1,1,1,4,425,37,2
1,4,1,4,1,1,2371,30,3
1,0,1,1,1,2,1047,13,3
1,4,1,4,1,4,2904,58,3
4,5,1,5,0,4,632,19,3
5,4,1,5,1,5,1851,38,3
2,2,1,5,0,5,1074,28,1
4,5,0,1,1,2,868,59,1
1,1,1,1,1,2,639,43,1
3,3,1,3,1,1,1977,26,3
4,4,0,1,1,2,631,48,1
3,5,1,4,1,5,678,57,3
2,2,1,5,0,3,667,27,1
4,4,1,4,1,5,3971,49,3
5,5,1,1,0,3,994,23,1
2,2,1,4,0,1,932,36,1
1,1,0,5,1,2,435,17,1
2,2,0,2,1,5,767,52,1
2,5,1,4,1,3,853,50,3
4,4,0,3,1,4,405,36,1
5,4,1,4,1,1,268,36,3
3,3,1,3,1,4,436,57,1
1,2,0,4,1,1,1590,56,1
0,4,1,4,1,4,2216,24,3
4,1,1,5,1,1,287,45,3
2,5,1,4,1,5,3327,25,3
4,4,1,5,1,4,2153,38,3
1,2,1,1,1,2,533,33,2
5,5,1,5,1,5,634,58,1
3,4,1,4,1,3,1237,29,3
3,4,0,4,1,4,1124,66,1
4,4,1,3,0,1,861,26,1
3,3,1,3,1,2,1599,22,3
4,4,0,5,1,4,1597,32,1
2,2,1,5,0,1,1208,26,2
3,4,0,1,1,2,209,49,1
5,4,1,4,1,3,2475,24,3
3,1,1,3,1,2,1389,52,3
1,0,1,1,0,4,187,59,1
5,5,1,4,1,5,1440,57,3
2,0,0,4,1,5,250,17,1
3,5,1,3,1,1,302,38,1
2,4,1,2,1,1,3906,67,3
1,2,1,4,1,5,3473,59,3
2,5,1,4,1,3,2405,40,3
0,4,1,4,1,5,315,51,3
2,2,1,2,1,2,3823,42,3
2,2,1,2,1,4,3457,44,3
1,1,1,1,1,3,308,33,3
2,2,0,5,1,4,386,31,1
2,4,1,2,1,4,162,63,1
4,5,1,5,1,5,2685,32,3
4,0,0,3,1,4,181,40,1
4,4,0,5,1,1,2304,44,1
4,5,1,5,1,4,1842,27,3
1,1,1,1,1,4,2419,28,1
3,3,1,1,0,1,1262,29,1
4,4,1,4,0,3,612,45,3
4,5,1,4,1,3,507,57,3
1,2,0,5,1,5,594,27,1
5,5,1,5,1,3,679,24,3
2,4,1,5,1,4,3611,57,3
3,5,1,5,1,4,193,57,3
5,5,1,5,1,3,500,39,1
2,4,1,2,1,4,2172,40,3
3,3,0,5,1,4,1085,40,2
3,3,0,1,1,1,1488,13,1
3,3,1,4,0,5,347,38,3
2,2,0,3,1,3,372,19,1
5,5,1,5,1,2,387,41,1
3,3,0,2,1,2,484,15,1
3,3,0,3,1,4,1090,34,1
3,3,1,3,1,3,1971,33,3
3,5,1,4,1,4,345,55,3
3,5,1,2,1,3,3714,60,3
2,2,0,4,1,5,581,56,1
2,2,0,5,1,5,1035,9,1
3,4,1,2,1,4,1605,43,3
4,4,0,3,1,5,715,40,1
4,4,0,3,1,1,1099,51,2
4,5,0,5,1,3,547,50,1
2,2,1,5,0,4,812,37,1
2,5,0,3,1,2,338,11,1
1,1,1,1,1,3,1121,13,3
5,4,1,5,1,4,2850,43,3
0,0,0,4,1,2,147,69,1
3,3,0,5,1,3,214,12,1
2,5,1,4,1,4,2725,60,3
4,5,1,4,1,5,2199,36,3
2,2,1,2,1,2,1605,25,3
3,5,0,1,1,4,308,45,3
4,5,1,5,1,5,655,31,3
4,4,1,5,0,2,1046,22,1
4,4,1,5,0,5,483,22,1
3,5,1,5,1,2,262,21,3
3,1,0,4,1,4,101,56,3
3,3,0,3,1,3,522,13,1
2,4,1,3,1,5,2565,52,3
0,0,0,1,1,3,1189,10,1
1,5,1,4,1,5,373,46,3
1,1,1,1,1,4,358,63,1
5,5,1,5,0,3,184,23,3
2,2,1,5,0,2,587,11,1
4,5,1,4,1,3,1111,47,3
3,4,0,2,1,1,221,46,2
2,5,1,5,1,5,2486,49,3
1,4,1,4,1,1,3967,33,3
4,1,1,4,1,1,279,44,2
3,3,0,3,1,4,427,25,1
3,2,1,3,1,3,1660,48,3
5,4,1,5,1,5,3437,46,3
3,3,1,3,0,4,272,30,1
1,1,0,2,1,3,308,18,1
1,4,0,2,1,5,813,49,1
3,3,1,5,0,1,116,47,1
1,4,0,1,1,3,1090,60,1
1,1,0,4,1,3,1005,69,1
1,1,1,1,1,1,588,50,1
2,2,1,2,1,4,420,47,3
2,2,0,2,1,2,631,20,1
3,4,1,5,1,3,370,57,3
5,4,1,5,1,4,3049,54,3
1,3,0,2,1,3,1258,66,3
1,5,1,5,1,5,2221,41,3
